any,municipi,sexe,concepte,estat,valor
2023,Vilallonga del Camp,total,població,,2423
2023,Vilamacolum,homes,població,,214
2023,Vilamacolum,dones,població,,165
2023,Vilamacolum,total,població,,379
2023,Vilamalla,homes,població,,601
2023,Vilamalla,dones,població,,587
2023,Vilamalla,total,població,,1188
2023,Vilamaniscle,homes,població,,112
2023,Vilamaniscle,dones,població,,86
2023,Vilamaniscle,total,població,,198
2023,Vilamòs,homes,població,,92
2023,Vilamòs,dones,població,,75
2023,Vilamòs,total,població,,167
2023,Vilanant,homes,població,,201
2023,Vilanant,dones,població,,212
2023,Vilanant,total,població,,413
2023,Vilanova d'Escornalbou,homes,població,,306
2023,Vilanova d'Escornalbou,dones,població,,288
2023,Vilanova d'Escornalbou,total,població,,594
2023,Vilanova de Bellpuig,homes,població,,592
2023,Vilanova de Bellpuig,dones,població,,591
2023,Vilanova de Bellpuig,total,població,,1183
2023,Vilanova de l'Aguda,homes,població,,95
2023,Vilanova de l'Aguda,dones,població,,101
2023,Vilanova de l'Aguda,total,població,,196
2023,Vilanova de la Barca,homes,població,,595
2023,Vilanova de la Barca,dones,població,,495
2023,Vilanova de la Barca,total,població,,1090
2023,Vilanova de Meià,homes,població,,285
2023,Vilanova de Meià,dones,població,,157
2023,Vilanova de Meià,total,població,,442
2023,Vilanova de Prades,homes,població,,60
2023,Vilanova de Prades,dones,població,,53
2023,Vilanova de Prades,total,població,,113
2023,Vilanova de Sau,homes,població,,147
2023,Vilanova de Sau,dones,població,,163
2023,Vilanova de Sau,total,població,,310
2023,Vilanova de Segrià,homes,població,,563
2023,Vilanova de Segrià,dones,població,,482
2023,Vilanova de Segrià,total,població,,1045
2023,Vilanova del Camí,homes,població,,6399
2023,Vilanova del Camí,dones,població,,6359
2023,Vilanova del Camí,total,població,,12758
2023,Vilanova del Vallès,homes,població,,2839
2023,Vilanova del Vallès,dones,població,,2761
2023,Vilanova del Vallès,total,població,,5600
2023,Vilanova i la Geltrú,homes,població,,33250
2023,Vilanova i la Geltrú,dones,població,,35604
2023,Vilanova i la Geltrú,total,població,,68854
2023,Vilaplana,homes,població,,294
2023,Vilaplana,dones,població,,258
2023,Vilaplana,total,població,,552
2023,Vila-rodona,homes,població,,720
2023,Vila-rodona,dones,població,,642
2023,Vila-rodona,total,població,,1362
2023,Vila-sacra,homes,població,,376
2023,Vila-sacra,dones,població,,409
2023,Vila-sacra,total,població,,785
2023,Vila-sana,homes,població,,386
2023,Vila-sana,dones,població,,380
2023,Vila-sana,total,població,,766
2023,Vila-seca,homes,població,,11642
2023,Vila-seca,dones,població,,11534
2023,Vila-seca,total,població,,23176
2023,Vilassar de Dalt,homes,població,,4552
2023,Vilassar de Dalt,dones,població,,4678
2023,Vilassar de Dalt,total,població,,9230
2023,Vilassar de Mar,homes,població,,10087
2023,Vilassar de Mar,dones,població,,10968
2023,Vilassar de Mar,total,població,,21055
2023,Vilaür,homes,població,,88
2023,Vilaür,dones,població,,79
2023,Vilaür,total,població,,167
2023,Vilaverd,homes,població,,253
2023,Vilaverd,dones,població,,224
2023,Vilaverd,total,població,,477
2023,"Vilella Alta, la",homes,població,,71
2023,"Vilella Alta, la",dones,població,,57
2023,"Vilella Alta, la",total,població,,128
2023,"Vilella Baixa, la",homes,població,,108
2023,"Vilella Baixa, la",dones,població,,89
2023,"Vilella Baixa, la",total,població,,197
2023,Vilobí d'Onyar,homes,població,,1704
2023,Vilobí d'Onyar,dones,població,,1574
2023,Vilobí d'Onyar,total,població,,3278
2023,Vilobí del Penedès,homes,població,,584
2023,Vilobí del Penedès,dones,població,,557
2023,Vilobí del Penedès,total,població,,1141
2023,Vilopriu,homes,població,,104
2023,Vilopriu,dones,població,,96
2023,Vilopriu,total,població,,200
2023,"Vilosell, el",homes,població,,99
2023,"Vilosell, el",dones,població,,91
2023,"Vilosell, el",total,població,,190
2023,Vimbodí i Poblet,homes,població,,480
2023,Vimbodí i Poblet,dones,població,,420
2023,Vimbodí i Poblet,total,població,,900
2023,Vinaixa,homes,població,,234
2023,Vinaixa,dones,població,,211
2023,Vinaixa,total,població,,445
2023,Vinebre,homes,població,,219
2023,Vinebre,dones,població,,196
2023,Vinebre,total,població,,415
2023,Vinyols i els Arcs,homes,població,,1206
2023,Vinyols i els Arcs,dones,població,,1117
2023,Vinyols i els Arcs,total,població,,2323
2023,Viver i Serrateix,homes,població,,89
2023,Viver i Serrateix,dones,població,,84
2023,Viver i Serrateix,total,població,,173
2023,Xerta,homes,població,,574
2023,Xerta,dones,població,,590
2023,Xerta,total,població,,1164
2023,Catalunya,homes,població,,3888886
2023,Catalunya,dones,població,,4020239
2023,Catalunya,total,població,,7909125
2024,Abella de la Conca,homes,població,,81
2024,Abella de la Conca,dones,població,,77
2024,Abella de la Conca,total,població,,158
2024,Abrera,homes,població,,6534
2024,Abrera,dones,població,,6480
2024,Abrera,total,població,,13014
2024,Àger,homes,població,,326
2024,Àger,dones,població,,276
2024,Àger,total,població,,602
2024,Agramunt,homes,població,,2862
2024,Agramunt,dones,població,,2767
2024,Agramunt,total,població,,5629
2024,Aguilar de Segarra,homes,població,,156
2024,Aguilar de Segarra,dones,població,,135
2024,Aguilar de Segarra,total,població,,291
2024,Agullana,homes,població,,448
2024,Agullana,dones,població,,461
2024,Agullana,total,població,,909
2024,Aiguafreda,homes,població,,1257
2024,Aiguafreda,dones,població,,1319
2024,Aiguafreda,total,població,,2576
2024,Aiguamúrcia,homes,població,,502
2024,Aiguamúrcia,dones,població,,455
2024,Aiguamúrcia,total,població,,957
2024,Aiguaviva,homes,població,,403
2024,Aiguaviva,dones,població,,399
2024,Aiguaviva,total,població,,802
2024,Aitona,homes,població,,1386
2024,Aitona,dones,població,,1217
2024,Aitona,total,població,,2603
2024,"Alamús, els",homes,població,,409
2024,"Alamús, els",dones,població,,391
2024,"Alamús, els",total,població,,800
2024,Alàs i Cerc,homes,població,,161
2024,Alàs i Cerc,dones,població,,161
2024,Alàs i Cerc,total,població,,322
2024,"Albagés, l'",homes,població,,187
2024,"Albagés, l'",dones,població,,157
2024,"Albagés, l'",total,població,,344
2024,Albanyà,homes,població,,85
2024,Albanyà,dones,població,,83
2024,Albanyà,total,població,,168
2024,Albatàrrec,homes,població,,1141
2024,Albatàrrec,dones,població,,1110
2024,Albatàrrec,total,població,,2251
2024,Albesa,homes,població,,859
2024,Albesa,dones,població,,725
2024,Albesa,total,població,,1584
2024,"Albi, l'",homes,població,,393
2024,"Albi, l'",dones,població,,373
2024,"Albi, l'",total,població,,766
2024,Albinyana,homes,població,,1380
2024,Albinyana,dones,població,,1297
2024,Albinyana,total,població,,2677
2024,"Albiol, l'",homes,població,,285
2024,"Albiol, l'",dones,població,,252
2024,"Albiol, l'",total,població,,537
2024,Albons,homes,població,,425
2024,Albons,dones,població,,405
2024,Albons,total,població,,830
2024,Alcanar,homes,població,,5024
2024,Alcanar,dones,població,,4919
2024,Alcanar,total,població,,9943
2024,Alcanó,homes,població,,117
2024,Alcanó,dones,població,,122
2024,Alcanó,total,població,,239
2024,Alcarràs,homes,població,,5205
2024,Alcarràs,dones,població,,4813
2024,Alcarràs,total,població,,10018
2024,Alcoletge,homes,població,,1923
2024,Alcoletge,dones,població,,1671
2024,Alcoletge,total,població,,3594
2024,Alcover,homes,població,,2658
2024,Alcover,dones,població,,2690
2024,Alcover,total,població,,5348
2024,"Aldea, l'",homes,població,,2405
2024,"Aldea, l'",dones,població,,2066
2024,"Aldea, l'",total,població,,4471
2024,Aldover,homes,població,,451
2024,Aldover,dones,població,,429
2024,Aldover,total,població,,880
2024,"Aleixar, l'",homes,població,,494
2024,"Aleixar, l'",dones,població,,468
2024,"Aleixar, l'",total,població,,962
2024,Alella,homes,població,,4977
2024,Alella,dones,població,,5240
2024,Alella,total,població,,10217
2024,Alfara de Carles,homes,població,,186
2024,Alfara de Carles,dones,població,,175
2024,Alfara de Carles,total,població,,361
2024,Alfarràs,homes,població,,1433
2024,Alfarràs,dones,població,,1345
2024,Alfarràs,total,població,,2778
2024,Alfés,homes,població,,157
2024,Alfés,dones,població,,124
2024,Alfés,total,població,,281
2024,Alforja,homes,població,,1022
2024,Alforja,dones,població,,997
2024,Alforja,total,població,,2019
2024,Algerri,homes,població,,233
2024,Algerri,dones,població,,191
2024,Algerri,total,població,,424
2024,Alguaire,homes,població,,1567
2024,Alguaire,dones,població,,1419
2024,Alguaire,total,població,,2986
2024,Alins,homes,població,,145
2024,Alins,dones,població,,130
2024,Alins,total,població,,275
2024,Alió,homes,població,,245
2024,Alió,dones,població,,259
2024,Alió,total,població,,504
2024,Almacelles,homes,població,,3707
2024,Almacelles,dones,població,,3189
2024,Almacelles,total,població,,6896
2024,Almatret,homes,població,,168
2024,Almatret,dones,població,,137
2024,Almatret,total,població,,305
2024,Almenar,homes,població,,1769
2024,Almenar,dones,població,,1569
2024,Almenar,total,població,,3338
2024,Almoster,homes,població,,674
2024,Almoster,dones,població,,664
2024,Almoster,total,població,,1338
2024,Alòs de Balaguer,homes,població,,70
2024,Alòs de Balaguer,dones,població,,50
2024,Alòs de Balaguer,total,població,,120
2024,Alp,homes,població,,892
2024,Alp,dones,població,,836
2024,Alp,total,població,,1728
2024,Alpens,homes,població,,146
2024,Alpens,dones,població,,124
2024,Alpens,total,població,,270
2024,Alpicat,homes,població,,3192
2024,Alpicat,dones,població,,3195
2024,Alpicat,total,població,,6387
2024,Alt Àneu,homes,població,,257
2024,Alt Àneu,dones,població,,198
2024,Alt Àneu,total,població,,455
2024,Altafulla,homes,població,,2808
2024,Altafulla,dones,població,,3030
2024,Altafulla,total,població,,5838
2024,Amer,homes,població,,1206
2024,Amer,dones,població,,1209
2024,Amer,total,població,,2415
2024,"Ametlla de Mar, l'",homes,població,,3764
2024,"Ametlla de Mar, l'",dones,població,,3609
2024,"Ametlla de Mar, l'",total,població,,7373
2024,"Ametlla del Vallès, l'",homes,població,,4764
2024,"Ametlla del Vallès, l'",dones,població,,4698
2024,"Ametlla del Vallès, l'",total,població,,9462
2024,"Ampolla, l'",homes,població,,1868
2024,"Ampolla, l'",dones,població,,1813
2024,"Ampolla, l'",total,població,,3681
2024,Amposta,homes,població,,11529
2024,Amposta,dones,població,,11108
2024,Amposta,total,població,,22637
2024,Anglès,homes,població,,2989
2024,Anglès,dones,població,,2980
2024,Anglès,total,població,,5969
2024,Anglesola,homes,població,,690
2024,Anglesola,dones,població,,677
2024,Anglesola,total,població,,1367
2024,Arbeca,homes,població,,1055
2024,Arbeca,dones,població,,1026
2024,Arbeca,total,població,,2081
2024,"Arboç, l'",homes,població,,2928
2024,"Arboç, l'",dones,població,,2830
2024,"Arboç, l'",total,població,,5758
2024,Arbolí,homes,població,,76
2024,Arbolí,dones,població,,53
2024,Arbolí,total,població,,129
2024,Arbúcies,homes,població,,3379
2024,Arbúcies,dones,població,,3195
2024,Arbúcies,total,població,,6574
2024,Arenys de Mar,homes,població,,8060
2024,Arenys de Mar,dones,població,,8582
2024,Arenys de Mar,total,població,,16642
2024,Arenys de Munt,homes,població,,4761
2024,Arenys de Munt,dones,població,,4697
2024,Arenys de Munt,total,població,,9458
2024,Argelaguer,homes,població,,234
2024,Argelaguer,dones,població,,218
2024,Argelaguer,total,població,,452
2024,Argençola,homes,població,,121
2024,Argençola,dones,població,,116
2024,Argençola,total,població,,237
2024,"Argentera, l'",homes,població,,75
2024,"Argentera, l'",dones,població,,54
2024,"Argentera, l'",total,població,,129
2024,Argentona,homes,població,,6336
2024,Argentona,dones,població,,6508
2024,Argentona,total,població,,12844
2024,"Armentera, l'",homes,població,,540
2024,"Armentera, l'",dones,població,,530
2024,"Armentera, l'",total,població,,1070
2024,Arnes,homes,població,,232
2024,Arnes,dones,població,,231
2024,Arnes,total,població,,463
2024,Arres,homes,població,,44
2024,Arres,dones,població,,20
2024,Arres,total,població,,64
2024,Arsèguel,homes,població,,41
2024,Arsèguel,dones,població,,37
2024,Arsèguel,total,població,,78
2024,Artés,homes,població,,3057
2024,Artés,dones,població,,3027
2024,Artés,total,població,,6084
2024,Artesa de Lleida,homes,població,,821
2024,Artesa de Lleida,dones,població,,718
2024,Artesa de Lleida,total,població,,1539
2024,Artesa de Segre,homes,població,,1799
2024,Artesa de Segre,dones,població,,1686
2024,Artesa de Segre,total,població,,3485
2024,Ascó,homes,població,,827
2024,Ascó,dones,població,,781
2024,Ascó,total,població,,1608
2024,Aspa,homes,població,,115
2024,Aspa,dones,població,,105
2024,Aspa,total,població,,220
2024,"Avellanes i Santa Linya, les",homes,població,,234
2024,"Avellanes i Santa Linya, les",dones,població,,196
2024,"Avellanes i Santa Linya, les",total,població,,430
2024,Avià,homes,població,,1117
2024,Avià,dones,població,,1126
2024,Avià,total,població,,2243
2024,Avinyó,homes,població,,1166
2024,Avinyó,dones,població,,1147
2024,Avinyó,total,població,,2313
2024,Avinyonet de Puigventós,homes,població,,841
2024,Avinyonet de Puigventós,dones,població,,843
2024,Avinyonet de Puigventós,total,població,,1684
2024,Avinyonet del Penedès,homes,població,,922
2024,Avinyonet del Penedès,dones,població,,822
2024,Avinyonet del Penedès,total,població,,1744
2024,Badalona,homes,població,,111688
2024,Badalona,dones,població,,115395
2024,Badalona,total,població,,227083
2024,Badia del Vallès,homes,població,,6397
2024,Badia del Vallès,dones,població,,6721
2024,Badia del Vallès,total,població,,13118
2024,Bagà,homes,població,,1076
2024,Bagà,dones,població,,1106
2024,Bagà,total,població,,2182
2024,Baix Pallars,homes,població,,188
2024,Baix Pallars,dones,població,,152
2024,Baix Pallars,total,població,,340
2024,Balaguer,homes,població,,9077
2024,Balaguer,dones,població,,8628
2024,Balaguer,total,població,,17705
2024,Balenyà,homes,població,,2067
2024,Balenyà,dones,població,,1969
2024,Balenyà,total,població,,4036
2024,Balsareny,homes,població,,1676
2024,Balsareny,dones,població,,1652
2024,Balsareny,total,població,,3328
2024,Banyeres del Penedès,homes,població,,1671
2024,Banyeres del Penedès,dones,població,,1676
2024,Banyeres del Penedès,total,població,,3347
2024,Banyoles,homes,població,,10188
2024,Banyoles,dones,població,,10411
2024,Banyoles,total,població,,20599
2024,Barbens,homes,població,,525
2024,Barbens,dones,població,,401
2024,Barbens,total,població,,926
2024,Barberà de la Conca,homes,població,,257
2024,Barberà de la Conca,dones,població,,214
2024,Barberà de la Conca,total,població,,471
2024,Barberà del Vallès,homes,població,,16436
2024,Barberà del Vallès,dones,població,,17139
2024,Barberà del Vallès,total,població,,33575
2024,Barcelona,homes,població,,812544
2024,Barcelona,dones,població,,890003
2024,Barcelona,total,població,,1702547
2024,"Baronia de Rialb, la",homes,població,,124
2024,"Baronia de Rialb, la",dones,població,,107
2024,"Baronia de Rialb, la",total,població,,231
2024,Bàscara,homes,població,,539
2024,Bàscara,dones,població,,518
2024,Bàscara,total,població,,1057
2024,Bassella,homes,població,,115
2024,Bassella,dones,població,,95
2024,Bassella,total,població,,210
2024,Batea,homes,població,,933
2024,Batea,dones,població,,944
2024,Batea,total,població,,1877
2024,Bausen,homes,població,,31
2024,Bausen,dones,població,,29
2024,Bausen,total,població,,60
2024,Begues,homes,població,,3701
2024,Begues,dones,població,,3761
2024,Begues,total,població,,7462
2024,Begur,homes,població,,2123
2024,Begur,dones,població,,2122
2024,Begur,total,població,,4245
2024,Belianes,homes,població,,248
2024,Belianes,dones,població,,269
2024,Belianes,total,població,,517
2024,Bellaguarda,homes,població,,151
2024,Bellaguarda,dones,població,,137
2024,Bellaguarda,total,població,,288
2024,Bellcaire d'Empordà,homes,població,,361
2024,Bellcaire d'Empordà,dones,població,,376
2024,Bellcaire d'Empordà,total,població,,737
2024,Bellcaire d'Urgell,homes,població,,620
2024,Bellcaire d'Urgell,dones,població,,608
2024,Bellcaire d'Urgell,total,població,,1228
2024,Bell-lloc d'Urgell,homes,població,,1182
2024,Bell-lloc d'Urgell,dones,població,,1177
2024,Bell-lloc d'Urgell,total,població,,2359
2024,Bellmunt d'Urgell,homes,població,,97
2024,Bellmunt d'Urgell,dones,població,,85
2024,Bellmunt d'Urgell,total,població,,182
2024,Bellmunt del Priorat,homes,població,,157
2024,Bellmunt del Priorat,dones,població,,141
2024,Bellmunt del Priorat,total,població,,298
2024,Bellprat,homes,població,,42
2024,Bellprat,dones,població,,27
2024,Bellprat,total,població,,69
2024,Bellpuig,homes,població,,2828
2024,Bellpuig,dones,població,,2448
2024,Bellpuig,total,població,,5276
2024,Bellvei,homes,població,,1248
2024,Bellvei,dones,població,,1169
2024,Bellvei,total,població,,2417
2024,Bellver de Cerdanya,homes,població,,1165
2024,Bellver de Cerdanya,dones,població,,1095
2024,Bellver de Cerdanya,total,població,,2260
2024,Bellvís,homes,població,,1175
2024,Bellvís,dones,població,,1094
2024,Bellvís,total,població,,2269
2024,Benavent de Segrià,homes,població,,828
2024,Benavent de Segrià,dones,població,,750
2024,Benavent de Segrià,total,població,,1578
2024,Benifallet,homes,població,,350
2024,Benifallet,dones,població,,368
2024,Benifallet,total,població,,718
2024,Benissanet,homes,població,,654
2024,Benissanet,dones,població,,532
2024,Benissanet,total,població,,1186
2024,Berga,homes,població,,8440
2024,Berga,dones,població,,8720
2024,Berga,total,població,,17160
2024,Besalú,homes,població,,1234
2024,Besalú,dones,població,,1349
2024,Besalú,total,població,,2583
2024,Bescanó,homes,població,,2588
2024,Bescanó,dones,població,,2553
2024,Bescanó,total,població,,5141
2024,Beuda,homes,població,,104
2024,Beuda,dones,població,,100
2024,Beuda,total,població,,204
2024,Bigues i Riells del Fai,homes,població,,5101
2024,Bigues i Riells del Fai,dones,població,,4935
2024,Bigues i Riells del Fai,total,població,,10036
2024,Biosca,homes,població,,96
2024,Biosca,dones,població,,80
2024,Biosca,total,població,,176
2024,"Bisbal d'Empordà, la",homes,població,,5870
2024,"Bisbal d'Empordà, la",dones,població,,5813
2024,"Bisbal d'Empordà, la",total,població,,11683
2024,"Bisbal de Montsant, la",homes,població,,118
2024,"Bisbal de Montsant, la",dones,població,,90
2024,"Bisbal de Montsant, la",total,població,,208
2024,"Bisbal del Penedès, la",homes,població,,2168
2024,"Bisbal del Penedès, la",dones,població,,2000
2024,"Bisbal del Penedès, la",total,població,,4168
2024,Biure,homes,població,,121
2024,Biure,dones,població,,102
2024,Biure,total,població,,223
2024,Blancafort,homes,població,,199
2024,Blancafort,dones,població,,194
2024,Blancafort,total,població,,393
2024,Blanes,homes,població,,20955
2024,Blanes,dones,població,,21243
2024,Blanes,total,població,,42198
2024,Boadella i les Escaules,homes,població,,130
2024,Boadella i les Escaules,dones,població,,130
2024,Boadella i les Escaules,total,població,,260
2024,Bolvir,homes,població,,255
2024,Bolvir,dones,població,,242
2024,Bolvir,total,població,,497
2024,Bonastre,homes,població,,405
2024,Bonastre,dones,població,,355
2024,Bonastre,total,població,,760
2024,"Bòrdes, Es",homes,població,,154
2024,"Bòrdes, Es",dones,població,,126
2024,"Bòrdes, Es",total,població,,280
2024,Bordils,homes,població,,906
2024,Bordils,dones,població,,898
2024,Bordils,total,població,,1804
2024,"Borges Blanques, les",homes,població,,3268
2024,"Borges Blanques, les",dones,població,,3111
2024,"Borges Blanques, les",total,població,,6379
2024,"Borges del Camp, les",homes,població,,1164
2024,"Borges del Camp, les",dones,població,,1096
2024,"Borges del Camp, les",total,població,,2260
2024,Borrassà,homes,població,,399
2024,Borrassà,dones,població,,374
2024,Borrassà,total,població,,773
2024,Borredà,homes,població,,237
2024,Borredà,dones,població,,182
2024,Borredà,total,població,,419
2024,Bossòst,homes,població,,563
2024,Bossòst,dones,població,,578
2024,Bossòst,total,població,,1141
2024,Bot,homes,població,,276
2024,Bot,dones,població,,278
2024,Bot,total,població,,554
2024,Botarell,homes,població,,609
2024,Botarell,dones,població,,565
2024,Botarell,total,població,,1174
2024,Bovera,homes,població,,130
2024,Bovera,dones,població,,117
2024,Bovera,total,població,,247
2024,Bràfim,homes,població,,347
2024,Bràfim,dones,població,,349
2024,Bràfim,total,població,,696
2024,Breda,homes,població,,1918
2024,Breda,dones,població,,2012
2024,Breda,total,població,,3930
2024,"Bruc, el",homes,població,,1202
2024,"Bruc, el",dones,població,,1086
2024,"Bruc, el",total,població,,2288
2024,"Brull, el",homes,població,,159
2024,"Brull, el",dones,població,,134
2024,"Brull, el",total,població,,293
2024,Brunyola i Sant Martí Sapresa,homes,població,,205
2024,Brunyola i Sant Martí Sapresa,dones,població,,190
2024,Brunyola i Sant Martí Sapresa,total,població,,395
2024,Cabacés,homes,població,,167
2024,Cabacés,dones,població,,135
2024,Cabacés,total,població,,302
2024,Cabanabona,homes,població,,29
2024,Cabanabona,dones,població,,36
2024,Cabanabona,total,població,,65
2024,Cabanelles,homes,població,,154
2024,Cabanelles,dones,població,,127
2024,Cabanelles,total,població,,281
2024,Cabanes,homes,població,,513
2024,Cabanes,dones,població,,465
2024,Cabanes,total,població,,978
2024,"Cabanyes, les",homes,població,,511
2024,"Cabanyes, les",dones,població,,501
2024,"Cabanyes, les",total,població,,1012
2024,Cabó,homes,població,,49
2024,Cabó,dones,població,,40
2024,Cabó,total,població,,89
2024,Cabra del Camp,homes,població,,701
2024,Cabra del Camp,dones,població,,620
2024,Cabra del Camp,total,població,,1321
2024,Cabrera d'Anoia,homes,població,,907
2024,Cabrera d'Anoia,dones,població,,802
2024,Cabrera d'Anoia,total,població,,1709
2024,Cabrera de Mar,homes,població,,2529
2024,Cabrera de Mar,dones,població,,2489
2024,Cabrera de Mar,total,població,,5018
2024,Cabrils,homes,població,,3855
2024,Cabrils,dones,població,,3912
2024,Cabrils,total,població,,7767
2024,Cadaqués,homes,població,,1430
2024,Cadaqués,dones,població,,1488
2024,Cadaqués,total,població,,2918
2024,Calaf,homes,població,,1829
2024,Calaf,dones,població,,1789
2024,Calaf,total,població,,3618
2024,Calafell,homes,població,,15860
2024,Calafell,dones,població,,15968
2024,Calafell,total,població,,31828
2024,Calders,homes,població,,573
2024,Calders,dones,població,,541
2024,Calders,total,població,,1114
2024,Caldes d'Estrac,homes,població,,1567
2024,Caldes d'Estrac,dones,població,,1692
2024,Caldes d'Estrac,total,població,,3259
2024,Caldes de Malavella,homes,població,,4227
2024,Caldes de Malavella,dones,població,,4282
2024,Caldes de Malavella,total,població,,8509
2024,Caldes de Montbui,homes,població,,9139
2024,Caldes de Montbui,dones,població,,9197
2024,Caldes de Montbui,total,població,,18336
2024,Calella,homes,població,,9807
2024,Calella,dones,població,,10562
2024,Calella,total,població,,20369
2024,Calldetenes,homes,població,,1373
2024,Calldetenes,dones,població,,1317
2024,Calldetenes,total,població,,2690
2024,Callús,homes,població,,1036
2024,Callús,dones,població,,1109
2024,Callús,total,població,,2145
2024,Calonge de Segarra,homes,població,,91
2024,Calonge de Segarra,dones,població,,83
2024,Calonge de Segarra,total,població,,174
2024,Calonge i Sant Antoni,homes,població,,6131
2024,Calonge i Sant Antoni,dones,població,,6185
2024,Calonge i Sant Antoni,total,població,,12316
2024,Camarasa,homes,població,,412
2024,Camarasa,dones,població,,393
2024,Camarasa,total,població,,805
2024,Camarles,homes,població,,1728
2024,Camarles,dones,població,,1664
2024,Camarles,total,població,,3392
2024,Cambrils,homes,població,,17939
2024,Cambrils,dones,població,,18910
2024,Cambrils,total,població,,36849
2024,Camós,homes,població,,347
2024,Camós,dones,població,,364
2024,Camós,total,població,,711
2024,Campdevànol,homes,població,,1604
2024,Campdevànol,dones,població,,1658
2024,Campdevànol,total,població,,3262
2024,Campelles,homes,població,,86
2024,Campelles,dones,població,,79
2024,Campelles,total,població,,165
2024,Campins,homes,població,,299
2024,Campins,dones,població,,307
2024,Campins,total,població,,606
2024,Campllong,homes,població,,271
2024,Campllong,dones,població,,273
2024,Campllong,total,població,,544
2024,Camprodon,homes,població,,1228
2024,Camprodon,dones,població,,1299
2024,Camprodon,total,població,,2527
2024,Canejan,homes,població,,48
2024,Canejan,dones,població,,53
2024,Canejan,total,població,,101
2024,Canet d'Adri,homes,població,,373
2024,Canet d'Adri,dones,població,,371
2024,Canet d'Adri,total,població,,744
2024,Canet de Mar,homes,població,,7363
2024,Canet de Mar,dones,població,,7777
2024,Canet de Mar,total,població,,15140
2024,"Canonja, la",homes,població,,2897
2024,"Canonja, la",dones,població,,3046
2024,"Canonja, la",total,població,,5943
2024,Canovelles,homes,població,,8955
2024,Canovelles,dones,població,,8357
2024,Canovelles,total,població,,17312
2024,Cànoves i Samalús,homes,població,,1691
2024,Cànoves i Samalús,dones,població,,1624
2024,Cànoves i Samalús,total,població,,3315
2024,Cantallops,homes,població,,169
2024,Cantallops,dones,població,,177
2024,Cantallops,total,població,,346
2024,Canyelles,homes,població,,2802
2024,Canyelles,dones,població,,2565
2024,Canyelles,total,població,,5367
2024,Capafonts,homes,població,,59
2024,Capafonts,dones,població,,47
2024,Capafonts,total,població,,106
2024,Capçanes,homes,població,,215
2024,Capçanes,dones,població,,213
2024,Capçanes,total,població,,428
2024,Capellades,homes,població,,2785
2024,Capellades,dones,població,,2782
2024,Capellades,total,població,,5567
2024,Capmany,homes,població,,357
2024,Capmany,dones,població,,336
2024,Capmany,total,població,,693
2024,Capolat,homes,població,,43
2024,Capolat,dones,població,,49
2024,Capolat,total,població,,92
2024,Cardedeu,homes,població,,9189
2024,Cardedeu,dones,població,,9875
2024,Cardedeu,total,població,,19064
2024,Cardona,homes,població,,2261
2024,Cardona,dones,població,,2313
2024,Cardona,total,població,,4574
2024,Carme,homes,població,,424
2024,Carme,dones,població,,390
2024,Carme,total,població,,814
2024,Caseres,homes,població,,117
2024,Caseres,dones,població,,123
2024,Caseres,total,població,,240
2024,Cassà de la Selva,homes,població,,5573
2024,Cassà de la Selva,dones,població,,5370
2024,Cassà de la Selva,total,població,,10943
2024,Casserres,homes,població,,832
2024,Casserres,dones,població,,844
2024,Casserres,total,població,,1676
2024,"Castell d'Aro, Platja d'Aro i s'Agaró",homes,població,,6372
2024,"Castell d'Aro, Platja d'Aro i s'Agaró",dones,població,,6609
2024,"Castell d'Aro, Platja d'Aro i s'Agaró",total,població,,12981
2024,Castell de l'Areny,homes,població,,39
2024,Castell de l'Areny,dones,població,,30
2024,Castell de l'Areny,total,població,,69
2024,Castell de Mur,homes,població,,95
2024,Castell de Mur,dones,població,,75
2024,Castell de Mur,total,població,,170
2024,Castellar de la Ribera,homes,població,,75
2024,Castellar de la Ribera,dones,població,,69
2024,Castellar de la Ribera,total,població,,144
2024,Castellar de n'Hug,homes,població,,85
2024,Castellar de n'Hug,dones,població,,79
2024,Castellar de n'Hug,total,població,,164
2024,Castellar del Riu,homes,població,,90
2024,Castellar del Riu,dones,població,,73
2024,Castellar del Riu,total,població,,163
2024,Castellar del Vallès,homes,població,,12478
2024,Castellar del Vallès,dones,població,,12844
2024,Castellar del Vallès,total,població,,25322
2024,Castellbell i el Vilar,homes,població,,2134
2024,Castellbell i el Vilar,dones,població,,2004
2024,Castellbell i el Vilar,total,població,,4138
2024,Castellbisbal,homes,població,,6497
2024,Castellbisbal,dones,població,,6475
2024,Castellbisbal,total,població,,12972
2024,Castellcir,homes,població,,401
2024,Castellcir,dones,població,,383
2024,Castellcir,total,població,,784
2024,Castelldans,homes,població,,462
2024,Castelldans,dones,població,,429
2024,Castelldans,total,població,,891
2024,Castelldefels,homes,població,,33927
2024,Castelldefels,dones,població,,35523
2024,Castelldefels,total,població,,69450
2024,Castellet i la Gornal,homes,població,,1385
2024,Castellet i la Gornal,dones,població,,1289
2024,Castellet i la Gornal,total,població,,2674
2024,Castellfollit de la Roca,homes,població,,489
2024,Castellfollit de la Roca,dones,població,,468
2024,Castellfollit de la Roca,total,població,,957
2024,Castellfollit de Riubregós,homes,població,,84
2024,Castellfollit de Riubregós,dones,població,,67
2024,Castellfollit de Riubregós,total,població,,151
2024,Castellfollit del Boix,homes,població,,235
