any,municipi,sexe,concepte,estat,valor
2023,Pallejà,homes,població,,5833
2023,Pallejà,dones,població,,5903
2023,Pallejà,total,població,,11736
2023,"Palma d'Ebre, la",homes,població,,165
2023,"Palma d'Ebre, la",dones,població,,176
2023,"Palma d'Ebre, la",total,població,,341
2023,"Palma de Cervelló, la",homes,població,,1484
2023,"Palma de Cervelló, la",dones,població,,1556
2023,"Palma de Cervelló, la",total,població,,3040
2023,Palol de Revardit,homes,població,,232
2023,Palol de Revardit,dones,població,,237
2023,Palol de Revardit,total,població,,469
2023,Pals,homes,població,,1307
2023,Pals,dones,població,,1232
2023,Pals,total,població,,2539
2023,"Papiol, el",homes,població,,2160
2023,"Papiol, el",dones,població,,2165
2023,"Papiol, el",total,població,,4325
2023,Pardines,homes,població,,95
2023,Pardines,dones,població,,74
2023,Pardines,total,població,,169
2023,Parets del Vallès,homes,població,,9455
2023,Parets del Vallès,dones,població,,9438
2023,Parets del Vallès,total,població,,18893
2023,Parlavà,homes,població,,204
2023,Parlavà,dones,població,,209
2023,Parlavà,total,població,,413
2023,Passanant i Belltall,homes,població,,106
2023,Passanant i Belltall,dones,població,,74
2023,Passanant i Belltall,total,població,,180
2023,Pau,homes,població,,273
2023,Pau,dones,població,,282
2023,Pau,total,població,,555
2023,Paüls,homes,població,,282
2023,Paüls,dones,població,,273
2023,Paüls,total,població,,555
2023,Pedret i Marzà,homes,població,,89
2023,Pedret i Marzà,dones,població,,93
2023,Pedret i Marzà,total,població,,182
2023,Penelles,homes,població,,247
2023,Penelles,dones,població,,181
2023,Penelles,total,població,,428
2023,"Pera, la",homes,població,,227
2023,"Pera, la",dones,població,,223
2023,"Pera, la",total,població,,450
2023,Perafita,homes,població,,219
2023,Perafita,dones,població,,204
2023,Perafita,total,població,,423
2023,Perafort,homes,població,,667
2023,Perafort,dones,població,,625
2023,Perafort,total,població,,1292
2023,Peralada,homes,població,,994
2023,Peralada,dones,població,,1024
2023,Peralada,total,població,,2018
2023,Peramola,homes,població,,175
2023,Peramola,dones,població,,170
2023,Peramola,total,població,,345
2023,"Perelló, el",homes,població,,1505
2023,"Perelló, el",dones,població,,1410
2023,"Perelló, el",total,població,,2915
2023,Piera,homes,població,,8845
2023,Piera,dones,població,,8358
2023,Piera,total,població,,17203
2023,"Piles, les",homes,població,,128
2023,"Piles, les",dones,població,,101
2023,"Piles, les",total,població,,229
2023,Pineda de Mar,homes,població,,14229
2023,Pineda de Mar,dones,població,,14522
2023,Pineda de Mar,total,població,,28751
2023,"Pinell de Brai, el",homes,població,,508
2023,"Pinell de Brai, el",dones,població,,498
2023,"Pinell de Brai, el",total,població,,1006
2023,Pinell de Solsonès,homes,població,,108
2023,Pinell de Solsonès,dones,població,,86
2023,Pinell de Solsonès,total,població,,194
2023,Pinós,homes,població,,153
2023,Pinós,dones,població,,127
2023,Pinós,total,població,,280
2023,Pira,homes,població,,266
2023,Pira,dones,població,,243
2023,Pira,total,població,,509
2023,"Pla de Santa Maria, el",homes,població,,1227
2023,"Pla de Santa Maria, el",dones,població,,1168
2023,"Pla de Santa Maria, el",total,població,,2395
2023,"Pla del Penedès, el",homes,població,,670
2023,"Pla del Penedès, el",dones,població,,647
2023,"Pla del Penedès, el",total,població,,1317
2023,"Planes d'Hostoles, les",homes,població,,880
2023,"Planes d'Hostoles, les",dones,població,,876
2023,"Planes d'Hostoles, les",total,població,,1756
2023,Planoles,homes,població,,174
2023,Planoles,dones,població,,141
2023,Planoles,total,població,,315
2023,"Plans de Sió, els",homes,població,,279
2023,"Plans de Sió, els",dones,població,,236
2023,"Plans de Sió, els",total,població,,515
2023,"Poal, el",homes,població,,335
2023,"Poal, el",dones,població,,320
2023,"Poal, el",total,població,,655
2023,"Pobla de Cérvoles, la",homes,població,,111
2023,"Pobla de Cérvoles, la",dones,població,,90
2023,"Pobla de Cérvoles, la",total,població,,201
2023,"Pobla de Claramunt, la",homes,població,,1184
2023,"Pobla de Claramunt, la",dones,població,,1125
2023,"Pobla de Claramunt, la",total,població,,2309
2023,"Pobla de Lillet, la",homes,població,,522
2023,"Pobla de Lillet, la",dones,població,,567
2023,"Pobla de Lillet, la",total,població,,1089
2023,"Pobla de Mafumet, la",homes,població,,2052
2023,"Pobla de Mafumet, la",dones,població,,2024
2023,"Pobla de Mafumet, la",total,població,,4076
2023,"Pobla de Massaluca, la",homes,població,,192
2023,"Pobla de Massaluca, la",dones,població,,149
2023,"Pobla de Massaluca, la",total,població,,341
2023,"Pobla de Montornès, la",homes,població,,1659
2023,"Pobla de Montornès, la",dones,població,,1562
2023,"Pobla de Montornès, la",total,població,,3221
2023,"Pobla de Segur, la",homes,població,,1524
2023,"Pobla de Segur, la",dones,població,,1511
2023,"Pobla de Segur, la",total,població,,3035
2023,Poboleda,homes,població,,166
2023,Poboleda,dones,població,,164
2023,Poboleda,total,població,,330
2023,Polinyà,homes,població,,4269
2023,Polinyà,dones,població,,4213
2023,Polinyà,total,població,,8482
2023,"Pont d'Armentera, el",homes,població,,243
2023,"Pont d'Armentera, el",dones,població,,247
2023,"Pont d'Armentera, el",total,població,,490
2023,"Pont de Bar, el",homes,població,,96
2023,"Pont de Bar, el",dones,població,,67
2023,"Pont de Bar, el",total,població,,163
2023,Pont de Molins,homes,població,,276
2023,Pont de Molins,dones,població,,281
2023,Pont de Molins,total,població,,557
2023,"Pont de Suert, el",homes,població,,1199
2023,"Pont de Suert, el",dones,població,,1172
2023,"Pont de Suert, el",total,població,,2371
2023,"Pont de Vilomara i Rocafort, el",homes,població,,2118
2023,"Pont de Vilomara i Rocafort, el",dones,població,,1983
2023,"Pont de Vilomara i Rocafort, el",total,població,,4101
2023,Pontils,homes,població,,72
2023,Pontils,dones,població,,56
2023,Pontils,total,població,,128
2023,Pontons,homes,població,,285
2023,Pontons,dones,població,,238
2023,Pontons,total,població,,523
2023,Pontós,homes,població,,148
2023,Pontós,dones,població,,133
2023,Pontós,total,població,,281
2023,Ponts,homes,població,,1401
2023,Ponts,dones,població,,1309
2023,Ponts,total,població,,2710
2023,Porqueres,homes,població,,2343
2023,Porqueres,dones,població,,2380
2023,Porqueres,total,població,,4723
2023,Porrera,homes,població,,223
2023,Porrera,dones,població,,212
2023,Porrera,total,població,,435
2023,"Port de la Selva, el",homes,població,,529
2023,"Port de la Selva, el",dones,població,,516
2023,"Port de la Selva, el",total,població,,1045
2023,Portbou,homes,població,,527
2023,Portbou,dones,població,,539
2023,Portbou,total,població,,1066
2023,"Portella, la",homes,població,,431
2023,"Portella, la",dones,població,,322
2023,"Portella, la",total,població,,753
2023,Pradell de la Teixeta,homes,població,,87
2023,Pradell de la Teixeta,dones,població,,84
2023,Pradell de la Teixeta,total,població,,171
2023,Prades,homes,població,,350
2023,Prades,dones,població,,306
2023,Prades,total,població,,656
2023,Prat de Comte,homes,població,,99
2023,Prat de Comte,dones,població,,89
2023,Prat de Comte,total,població,,188
2023,"Prat de Llobregat, el",homes,població,,32022
2023,"Prat de Llobregat, el",dones,població,,33494
2023,"Prat de Llobregat, el",total,població,,65516
2023,Pratdip,homes,població,,372
2023,Pratdip,dones,població,,351
2023,Pratdip,total,població,,723
2023,Prats de Lluçanès,homes,població,,1344
2023,Prats de Lluçanès,dones,població,,1337
2023,Prats de Lluçanès,total,població,,2681
2023,"Prats de Rei, els",homes,població,,299
2023,"Prats de Rei, els",dones,població,,259
2023,"Prats de Rei, els",total,població,,558
2023,Prats i Sansor,homes,població,,138
2023,Prats i Sansor,dones,població,,116
2023,Prats i Sansor,total,població,,254
2023,Preixana,homes,població,,209
2023,Preixana,dones,població,,194
2023,Preixana,total,població,,403
2023,Preixens,homes,població,,208
2023,Preixens,dones,població,,203
2023,Preixens,total,població,,411
2023,Premià de Dalt,homes,població,,5241
2023,Premià de Dalt,dones,població,,5291
2023,Premià de Dalt,total,població,,10532
2023,Premià de Mar,homes,població,,14018
2023,Premià de Mar,dones,població,,14749
2023,Premià de Mar,total,població,,28767
2023,"Preses, les",homes,població,,945
2023,"Preses, les",dones,població,,958
2023,"Preses, les",total,població,,1903
2023,Prullans,homes,població,,129
2023,Prullans,dones,població,,140
2023,Prullans,total,població,,269
2023,Puigcerdà,homes,població,,4898
2023,Puigcerdà,dones,població,,4866
2023,Puigcerdà,total,població,,9764
2023,Puigdàlber,homes,població,,279
2023,Puigdàlber,dones,població,,292
2023,Puigdàlber,total,població,,571
2023,Puiggròs,homes,població,,131
2023,Puiggròs,dones,població,,126
2023,Puiggròs,total,població,,257
2023,Puigpelat,homes,població,,631
2023,Puigpelat,dones,població,,584
2023,Puigpelat,total,població,,1215
2023,Puig-reig,homes,població,,2207
2023,Puig-reig,dones,població,,2192
2023,Puig-reig,total,població,,4399
2023,Puigverd d'Agramunt,homes,població,,147
2023,Puigverd d'Agramunt,dones,població,,113
2023,Puigverd d'Agramunt,total,població,,260
2023,Puigverd de Lleida,homes,població,,722
2023,Puigverd de Lleida,dones,població,,675
2023,Puigverd de Lleida,total,població,,1397
2023,Pujalt,homes,població,,120
2023,Pujalt,dones,població,,99
2023,Pujalt,total,població,,219
2023,"Quar, la",homes,població,,26
2023,"Quar, la",dones,població,,14
2023,"Quar, la",total,població,,40
2023,Quart,homes,població,,2040
2023,Quart,dones,població,,1986
2023,Quart,total,població,,4026
2023,Queralbs,homes,població,,102
2023,Queralbs,dones,població,,95
2023,Queralbs,total,població,,197
2023,Querol,homes,població,,326
2023,Querol,dones,població,,258
2023,Querol,total,població,,584
2023,Rabós,homes,població,,99
2023,Rabós,dones,població,,104
2023,Rabós,total,població,,203
2023,Rajadell,homes,població,,299
2023,Rajadell,dones,població,,272
2023,Rajadell,total,població,,571
2023,"Ràpita, la",homes,població,,7330
2023,"Ràpita, la",dones,població,,7716
2023,"Ràpita, la",total,població,,15046
2023,Rasquera,homes,població,,396
2023,Rasquera,dones,població,,408
2023,Rasquera,total,població,,804
2023,Regencós,homes,població,,143
2023,Regencós,dones,població,,126
2023,Regencós,total,població,,269
2023,Rellinars,homes,població,,492
2023,Rellinars,dones,població,,431
2023,Rellinars,total,població,,923
2023,Renau,homes,població,,83
2023,Renau,dones,població,,75
2023,Renau,total,població,,158
2023,Reus,homes,població,,52592
2023,Reus,dones,població,,55887
2023,Reus,total,població,,108479
2023,Rialp,homes,població,,336
2023,Rialp,dones,població,,333
2023,Rialp,total,població,,669
2023,"Riba, la",homes,població,,318
2023,"Riba, la",dones,població,,254
2023,"Riba, la",total,població,,572
2023,Riba-roja d'Ebre,homes,població,,617
2023,Riba-roja d'Ebre,dones,població,,533
2023,Riba-roja d'Ebre,total,població,,1150
2023,Ribera d'Ondara,homes,població,,237
2023,Ribera d'Ondara,dones,població,,220
2023,Ribera d'Ondara,total,població,,457
2023,Ribera d'Urgellet,homes,població,,479
2023,Ribera d'Urgellet,dones,població,,459
2023,Ribera d'Urgellet,total,població,,938
2023,Ribes de Freser,homes,població,,937
2023,Ribes de Freser,dones,població,,902
2023,Ribes de Freser,total,població,,1839
2023,Riells i Viabrea,homes,població,,2251
2023,Riells i Viabrea,dones,població,,2175
2023,Riells i Viabrea,total,població,,4426
2023,"Riera de Gaià, la",homes,població,,891
2023,"Riera de Gaià, la",dones,població,,887
2023,"Riera de Gaià, la",total,població,,1778
2023,Riner,homes,població,,128
2023,Riner,dones,població,,139
2023,Riner,total,població,,267
2023,Ripoll,homes,població,,5311
2023,Ripoll,dones,població,,5420
2023,Ripoll,total,població,,10731
2023,Ripollet,homes,població,,19373
2023,Ripollet,dones,població,,19896
2023,Ripollet,total,població,,39269
2023,Riu de Cerdanya,homes,població,,53
2023,Riu de Cerdanya,dones,població,,42
2023,Riu de Cerdanya,total,població,,95
2023,Riudarenes,homes,població,,1188
2023,Riudarenes,dones,població,,1144
2023,Riudarenes,total,població,,2332
2023,Riudaura,homes,població,,261
2023,Riudaura,dones,població,,265
2023,Riudaura,total,població,,526
2023,Riudecanyes,homes,població,,704
2023,Riudecanyes,dones,població,,645
2023,Riudecanyes,total,població,,1349
2023,Riudecols,homes,població,,619
2023,Riudecols,dones,població,,592
2023,Riudecols,total,població,,1211
2023,Riudellots de la Selva,homes,població,,1066
2023,Riudellots de la Selva,dones,població,,1026
2023,Riudellots de la Selva,total,població,,2092
2023,Riudoms,homes,població,,3457
2023,Riudoms,dones,població,,3353
2023,Riudoms,total,població,,6810
2023,Riumors,homes,població,,122
2023,Riumors,dones,població,,112
2023,Riumors,total,població,,234
2023,"Roca del Vallès, la",homes,població,,5476
2023,"Roca del Vallès, la",dones,població,,5437
2023,"Roca del Vallès, la",total,població,,10913
2023,Rocafort de Queralt,homes,població,,133
2023,Rocafort de Queralt,dones,població,,110
2023,Rocafort de Queralt,total,població,,243
2023,Roda de Berà,homes,població,,3962
2023,Roda de Berà,dones,població,,3867
2023,Roda de Berà,total,població,,7829
2023,Roda de Ter,homes,població,,3378
2023,Roda de Ter,dones,població,,3302
2023,Roda de Ter,total,població,,6680
2023,Rodonyà,homes,població,,284
2023,Rodonyà,dones,població,,242
2023,Rodonyà,total,població,,526
2023,Roquetes,homes,població,,4276
2023,Roquetes,dones,població,,4026
2023,Roquetes,total,població,,8302
2023,Roses,homes,població,,10214
2023,Roses,dones,població,,9926
2023,Roses,total,població,,20140
2023,Rosselló,homes,població,,1713
2023,Rosselló,dones,població,,1616
2023,Rosselló,total,població,,3329
2023,"Rourell, el",homes,població,,196
2023,"Rourell, el",dones,població,,189
2023,"Rourell, el",total,població,,385
2023,Rubí,homes,població,,39546
2023,Rubí,dones,població,,40498
2023,Rubí,total,població,,80044
2023,Rubió,homes,població,,143
2023,Rubió,dones,població,,111
2023,Rubió,total,població,,254
2023,Rupià,homes,població,,155
2023,Rupià,dones,població,,161
2023,Rupià,total,població,,316
2023,Rupit i Pruit,homes,població,,135
2023,Rupit i Pruit,dones,població,,142
2023,Rupit i Pruit,total,població,,277
2023,Sabadell,homes,població,,105946
2023,Sabadell,dones,població,,112354
2023,Sabadell,total,població,,218300
2023,Sagàs,homes,població,,81
2023,Sagàs,dones,població,,70
2023,Sagàs,total,població,,151
2023,Salàs de Pallars,homes,població,,190
2023,Salàs de Pallars,dones,població,,158
2023,Salàs de Pallars,total,població,,348
2023,Saldes,homes,població,,172
2023,Saldes,dones,població,,131
2023,Saldes,total,població,,303
2023,Sales de Llierca,homes,població,,85
2023,Sales de Llierca,dones,població,,82
2023,Sales de Llierca,total,població,,167
2023,Sallent,homes,població,,3342
2023,Sallent,dones,població,,3493
2023,Sallent,total,població,,6835
2023,Salomó,homes,població,,283
2023,Salomó,dones,població,,259
2023,Salomó,total,població,,542
2023,Salou,homes,població,,15390
2023,Salou,dones,població,,14834
2023,Salou,total,població,,30224
2023,Salt,homes,població,,17517
2023,Salt,dones,població,,15725
2023,Salt,total,població,,33242
2023,Sanaüja,homes,població,,202
2023,Sanaüja,dones,població,,189
2023,Sanaüja,total,població,,391
2023,Sant Adrià de Besòs,homes,població,,18646
2023,Sant Adrià de Besòs,dones,població,,19279
2023,Sant Adrià de Besòs,total,població,,37925
2023,Sant Agustí de Lluçanès,homes,població,,57
2023,Sant Agustí de Lluçanès,dones,població,,52
2023,Sant Agustí de Lluçanès,total,població,,109
2023,Sant Andreu de la Barca,homes,població,,13208
2023,Sant Andreu de la Barca,dones,població,,13702
2023,Sant Andreu de la Barca,total,població,,26910
2023,Sant Andreu de Llavaneres,homes,població,,5781
2023,Sant Andreu de Llavaneres,dones,població,,6050
2023,Sant Andreu de Llavaneres,total,població,,11831
2023,Sant Andreu Salou,homes,població,,83
2023,Sant Andreu Salou,dones,població,,88
2023,Sant Andreu Salou,total,població,,171
2023,Sant Aniol de Finestres,homes,població,,186
2023,Sant Aniol de Finestres,dones,població,,178
2023,Sant Aniol de Finestres,total,població,,364
2023,Sant Antoni de Vilamajor,homes,població,,3269
2023,Sant Antoni de Vilamajor,dones,població,,3308
2023,Sant Antoni de Vilamajor,total,població,,6577
2023,Sant Bartomeu del Grau,homes,població,,499
2023,Sant Bartomeu del Grau,dones,població,,446
2023,Sant Bartomeu del Grau,total,població,,945
2023,Sant Boi de Llobregat,homes,població,,40828
2023,Sant Boi de Llobregat,dones,població,,43091
2023,Sant Boi de Llobregat,total,població,,83919
2023,Sant Boi de Lluçanès,homes,població,,296
2023,Sant Boi de Lluçanès,dones,població,,276
2023,Sant Boi de Lluçanès,total,població,,572
2023,Sant Cebrià de Vallalta,homes,població,,1966
2023,Sant Cebrià de Vallalta,dones,població,,1826
2023,Sant Cebrià de Vallalta,total,població,,3792
2023,Sant Celoni,homes,població,,9202
2023,Sant Celoni,dones,població,,9277
2023,Sant Celoni,total,població,,18479
2023,Sant Climent de Llobregat,homes,població,,2095
2023,Sant Climent de Llobregat,dones,població,,2095
2023,Sant Climent de Llobregat,total,població,,4190
2023,Sant Climent Sescebes,homes,població,,402
2023,Sant Climent Sescebes,dones,població,,277
2023,Sant Climent Sescebes,total,població,,679
2023,Sant Cugat del Vallès,homes,població,,47492
2023,Sant Cugat del Vallès,dones,població,,50038
2023,Sant Cugat del Vallès,total,població,,97530
2023,Sant Cugat Sesgarrigues,homes,població,,502
2023,Sant Cugat Sesgarrigues,dones,població,,524
2023,Sant Cugat Sesgarrigues,total,població,,1026
2023,Sant Esteve de la Sarga,homes,població,,82
2023,Sant Esteve de la Sarga,dones,població,,47
2023,Sant Esteve de la Sarga,total,població,,129
2023,Sant Esteve de Palautordera,homes,població,,1507
2023,Sant Esteve de Palautordera,dones,població,,1538
2023,Sant Esteve de Palautordera,total,població,,3045
2023,Sant Esteve Sesrovires,homes,població,,3936
2023,Sant Esteve Sesrovires,dones,població,,3970
2023,Sant Esteve Sesrovires,total,població,,7906
2023,Sant Feliu de Buixalleu,homes,població,,443
2023,Sant Feliu de Buixalleu,dones,població,,419
2023,Sant Feliu de Buixalleu,total,població,,862
2023,Sant Feliu de Codines,homes,població,,3298
2023,Sant Feliu de Codines,dones,població,,3229
2023,Sant Feliu de Codines,total,població,,6527
2023,Sant Feliu de Guíxols,homes,població,,11125
2023,Sant Feliu de Guíxols,dones,població,,11626
2023,Sant Feliu de Guíxols,total,població,,22751
2023,Sant Feliu de Llobregat,homes,població,,22369
2023,Sant Feliu de Llobregat,dones,població,,23687
2023,Sant Feliu de Llobregat,total,població,,46056
2023,Sant Feliu de Pallerols,homes,població,,849
2023,Sant Feliu de Pallerols,dones,població,,752
2023,Sant Feliu de Pallerols,total,població,,1601
2023,Sant Feliu Sasserra,homes,població,,326
2023,Sant Feliu Sasserra,dones,població,,294
2023,Sant Feliu Sasserra,total,població,,620
2023,Sant Ferriol,homes,població,,138
2023,Sant Ferriol,dones,població,,110
2023,Sant Ferriol,total,població,,248
2023,Sant Fost de Campsentelles,homes,població,,4561
2023,Sant Fost de Campsentelles,dones,població,,4636
2023,Sant Fost de Campsentelles,total,població,,9197
2023,Sant Fruitós de Bages,homes,població,,4531
2023,Sant Fruitós de Bages,dones,població,,4625
2023,Sant Fruitós de Bages,total,població,,9156
2023,Sant Gregori,homes,població,,2109
2023,Sant Gregori,dones,població,,2092
2023,Sant Gregori,total,població,,4201
2023,Sant Guim de Freixenet,homes,població,,604
2023,Sant Guim de Freixenet,dones,població,,548
2023,Sant Guim de Freixenet,total,població,,1152
2023,Sant Guim de la Plana,homes,població,,102
2023,Sant Guim de la Plana,dones,població,,98
2023,Sant Guim de la Plana,total,població,,200
2023,Sant Hilari Sacalm,homes,població,,2988
2023,Sant Hilari Sacalm,dones,població,,2925
2023,Sant Hilari Sacalm,total,població,,5913
2023,Sant Hipòlit de Voltregà,homes,població,,1865
2023,Sant Hipòlit de Voltregà,dones,població,,1846
2023,Sant Hipòlit de Voltregà,total,població,,3711
2023,Sant Iscle de Vallalta,homes,població,,752
2023,Sant Iscle de Vallalta,dones,població,,689
2023,Sant Iscle de Vallalta,total,població,,1441
2023,Sant Jaume d'Enveja,homes,població,,1844
2023,Sant Jaume d'Enveja,dones,població,,1817
2023,Sant Jaume d'Enveja,total,població,,3661
2023,Sant Jaume de Frontanyà,homes,població,,15
2023,Sant Jaume de Frontanyà,dones,població,,14
2023,Sant Jaume de Frontanyà,total,població,,29
2023,Sant Jaume de Llierca,homes,població,,429
2023,Sant Jaume de Llierca,dones,població,,441
2023,Sant Jaume de Llierca,total,població,,870
2023,Sant Jaume dels Domenys,homes,població,,1422
2023,Sant Jaume dels Domenys,dones,població,,1363
2023,Sant Jaume dels Domenys,total,població,,2785
2023,Sant Joan de les Abadesses,homes,població,,1637
2023,Sant Joan de les Abadesses,dones,població,,1661
2023,Sant Joan de les Abadesses,total,població,,3298
2023,Sant Joan de Mollet,homes,població,,261
2023,Sant Joan de Mollet,dones,població,,263
2023,Sant Joan de Mollet,total,població,,524
2023,Sant Joan de Vilatorrada,homes,població,,5440
2023,Sant Joan de Vilatorrada,dones,població,,5519
2023,Sant Joan de Vilatorrada,total,població,,10959
2023,Sant Joan Despí,homes,població,,16725
2023,Sant Joan Despí,dones,població,,17843
2023,Sant Joan Despí,total,població,,34568
2023,Sant Joan les Fonts,homes,població,,1563
2023,Sant Joan les Fonts,dones,població,,1523
2023,Sant Joan les Fonts,total,població,,3086
2023,Sant Jordi Desvalls,homes,població,,409
2023,Sant Jordi Desvalls,dones,població,,436
2023,Sant Jordi Desvalls,total,població,,845
2023,Sant Julià de Cerdanyola,homes,població,,135
2023,Sant Julià de Cerdanyola,dones,població,,107
2023,Sant Julià de Cerdanyola,total,població,,242
2023,Sant Julià de Ramis,homes,població,,1878
2023,Sant Julià de Ramis,dones,població,,1845
2023,Sant Julià de Ramis,total,població,,3723
2023,Sant Julià de Vilatorta,homes,població,,1604
2023,Sant Julià de Vilatorta,dones,població,,1626
2023,Sant Julià de Vilatorta,total,població,,3230
2023,Sant Julià del Llor i Bonmatí,homes,població,,703
2023,Sant Julià del Llor i Bonmatí,dones,població,,656
2023,Sant Julià del Llor i Bonmatí,total,població,,1359
2023,Sant Just Desvern,homes,població,,9858
2023,Sant Just Desvern,dones,població,,10604
2023,Sant Just Desvern,total,població,,20462
2023,Sant Llorenç d'Hortons,homes,població,,1299
2023,Sant Llorenç d'Hortons,dones,població,,1273
2023,Sant Llorenç d'Hortons,total,població,,2572
2023,Sant Llorenç de la Muga,homes,població,,139
2023,Sant Llorenç de la Muga,dones,població,,136
2023,Sant Llorenç de la Muga,total,població,,275
2023,Sant Llorenç de Morunys,homes,població,,489
2023,Sant Llorenç de Morunys,dones,població,,513
2023,Sant Llorenç de Morunys,total,població,,1002
2023,Sant Llorenç Savall,homes,població,,1271
2023,Sant Llorenç Savall,dones,població,,1274
2023,Sant Llorenç Savall,total,població,,2545
2023,Sant Martí d'Albars,homes,població,,60
2023,Sant Martí d'Albars,dones,població,,61
2023,Sant Martí d'Albars,total,població,,121
2023,Sant Martí de Centelles,homes,població,,629
2023,Sant Martí de Centelles,dones,població,,618
2023,Sant Martí de Centelles,total,població,,1247
2023,Sant Martí de Llémena,homes,població,,364
2023,Sant Martí de Llémena,dones,població,,345
2023,Sant Martí de Llémena,total,població,,709
2023,Sant Martí de Riucorb,homes,població,,340
2023,Sant Martí de Riucorb,dones,població,,315
2023,Sant Martí de Riucorb,total,població,,655
2023,Sant Martí de Tous,homes,població,,638
2023,Sant Martí de Tous,dones,població,,630
2023,Sant Martí de Tous,total,població,,1268
2023,Sant Martí Sarroca,homes,població,,1692
2023,Sant Martí Sarroca,dones,població,,1688
2023,Sant Martí Sarroca,total,població,,3380
2023,Sant Martí Sesgueioles,homes,població,,186
2023,Sant Martí Sesgueioles,dones,població,,173
2023,Sant Martí Sesgueioles,total,població,,359
2023,Sant Martí Vell,homes,població,,146
2023,Sant Martí Vell,dones,població,,123
2023,Sant Martí Vell,total,població,,269
2023,Sant Mateu de Bages,homes,població,,326
2023,Sant Mateu de Bages,dones,població,,307
2023,Sant Mateu de Bages,total,població,,633
2023,Sant Miquel de Campmajor,homes,població,,135
2023,Sant Miquel de Campmajor,dones,població,,112
2023,Sant Miquel de Campmajor,total,població,,247
2023,Sant Miquel de Fluvià,homes,població,,435
2023,Sant Miquel de Fluvià,dones,població,,398
2023,Sant Miquel de Fluvià,total,població,,833
2023,Sant Mori,homes,població,,87
2023,Sant Mori,dones,població,,86
2023,Sant Mori,total,població,,173
2023,Sant Pau de Segúries,homes,població,,366
2023,Sant Pau de Segúries,dones,població,,376
2023,Sant Pau de Segúries,total,població,,742
2023,Sant Pere de Ribes,homes,població,,15702
2023,Sant Pere de Ribes,dones,població,,16084
2023,Sant Pere de Ribes,total,població,,31786
2023,Sant Pere de Riudebitlles,homes,població,,1244
2023,Sant Pere de Riudebitlles,dones,població,,1218
2023,Sant Pere de Riudebitlles,total,població,,2462
2023,Sant Pere de Torelló,homes,població,,1320
2023,Sant Pere de Torelló,dones,població,,1248
2023,Sant Pere de Torelló,total,població,,2568
2023,Sant Pere de Vilamajor,homes,població,,2460
2023,Sant Pere de Vilamajor,dones,població,,2402
2023,Sant Pere de Vilamajor,total,població,,4862
2023,Sant Pere Pescador,homes,població,,1126
2023,Sant Pere Pescador,dones,població,,996
2023,Sant Pere Pescador,total,població,,2122
2023,Sant Pere Sallavinera,homes,població,,84
2023,Sant Pere Sallavinera,dones,població,,78
2023,Sant Pere Sallavinera,total,població,,162
2023,Sant Pol de Mar,homes,població,,2829
2023,Sant Pol de Mar,dones,població,,2962
2023,Sant Pol de Mar,total,població,,5791
2023,Sant Quintí de Mediona,homes,població,,1229
2023,Sant Quintí de Mediona,dones,població,,1178
2023,Sant Quintí de Mediona,total,població,,2407
2023,Sant Quirze de Besora,homes,població,,1026
2023,Sant Quirze de Besora,dones,població,,1089
2023,Sant Quirze de Besora,total,població,,2115
2023,Sant Quirze del Vallès,homes,població,,9900
2023,Sant Quirze del Vallès,dones,població,,10341
2023,Sant Quirze del Vallès,total,població,,20241
2023,Sant Quirze Safaja,homes,població,,363
2023,Sant Quirze Safaja,dones,població,,314
2023,Sant Quirze Safaja,total,població,,677
2023,Sant Ramon,homes,població,,258
2023,Sant Ramon,dones,població,,231
2023,Sant Ramon,total,població,,489
2023,Sant Sadurní d'Anoia,homes,població,,6373
2023,Sant Sadurní d'Anoia,dones,població,,6572
2023,Sant Sadurní d'Anoia,total,població,,12945
2023,Sant Sadurní d'Osormort,homes,població,,53
2023,Sant Sadurní d'Osormort,dones,població,,36
2023,Sant Sadurní d'Osormort,total,població,,89
2023,Sant Salvador de Guardiola,homes,població,,1753
2023,Sant Salvador de Guardiola,dones,població,,1677
2023,Sant Salvador de Guardiola,total,població,,3430
2023,Sant Vicenç de Castellet,homes,població,,5067
2023,Sant Vicenç de Castellet,dones,població,,5001
2023,Sant Vicenç de Castellet,total,població,,10068
2023,Sant Vicenç de Montalt,homes,població,,3333
2023,Sant Vicenç de Montalt,dones,població,,3368
2023,Sant Vicenç de Montalt,total,població,,6701
2023,Sant Vicenç de Torelló,homes,població,,1047
2023,Sant Vicenç de Torelló,dones,població,,1036
2023,Sant Vicenç de Torelló,total,població,,2083
2023,Sant Vicenç dels Horts,homes,població,,14094
2023,Sant Vicenç dels Horts,dones,població,,14312
2023,Sant Vicenç dels Horts,total,població,,28406
2023,Santa Bàrbara,homes,població,,1915
2023,Santa Bàrbara,dones,població,,1843
2023,Santa Bàrbara,total,població,,3758
2023,Santa Cecília de Voltregà,homes,població,,102
2023,Santa Cecília de Voltregà,dones,població,,82
2023,Santa Cecília de Voltregà,total,població,,184
2023,Santa Coloma de Cervelló,homes,població,,4077
2023,Santa Coloma de Cervelló,dones,població,,4316
2023,Santa Coloma de Cervelló,total,població,,8393
2023,Santa Coloma de Farners,homes,població,,6874
2023,Santa Coloma de Farners,dones,població,,6760
2023,Santa Coloma de Farners,total,població,,13634
2023,Santa Coloma de Gramenet,homes,població,,59151
